host_id,host_url,host_name,host_since,host_location,host_about,host_response_rate,host_acceptance_rate,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count
31687730,https://www.airbnb.com/users/show/31687730,Justin,2015-04-21,"Vancouver, Canada","Justin, Leslie and their 3 children live in the main house. The laneway home is our guesthouse in the back of the property. We welcome singles, couples with a small child or two adults. The house can sleep up to 4, extra guests will incur an additional nightly fee. Our home is at Main street and 19th Avenue across from Grimmett park. We are relaxed and friendly hosts that know all of our neighbors. We are often found outside in the yard, playing with the kids or they are jumping on the trampoline.",100%,100%,https://a0.muscache.com/im/pictures/user/aa46b877-29ef-4745-aa86-3b8ff15f48cd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aa46b877-29ef-4745-aa86-3b8ff15f48cd.jpg?aki_policy=profile_x_medium,Riley Park–Little Mountain,2,2
31782098,https://www.airbnb.com/users/show/31782098,Ziad,2015-04-23,"Vancouver, Canada",Travelling travelling travelling ,100%,75%,https://a0.muscache.com/im/pictures/user/1cf976d9-da8c-4320-9c18-a06782fb68b4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1cf976d9-da8c-4320-9c18-a06782fb68b4.jpg?aki_policy=profile_x_medium,Downtown Vancouver,3,4
31816948,https://www.airbnb.com/users/show/31816948,Remi,2015-04-23,"Vancouver, Canada","Recent Graduate from the Gustavson School of Business with a specialization in service management. I love the outdoors, hiking, motorcycle riding, travelling and enjoy eating amazing food at all the restaurant gems I can find. ",100%,99%,https://a0.muscache.com/im/pictures/user/690b1c60-a0a4-4292-841f-efeb8dbad00b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/690b1c60-a0a4-4292-841f-efeb8dbad00b.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
31828821,https://www.airbnb.com/users/show/31828821,Ken,2015-04-23,"Vancouver, Canada",,100%,98%,https://a0.muscache.com/im/users/31828821/profile_pic/1429849222/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/31828821/profile_pic/1429849222/original.jpg?aki_policy=profile_x_medium,Mount Pleasant,2,3
31913507,https://www.airbnb.com/users/show/31913507,Katelin,2015-04-25,"Vancouver, Canada","Hello!

I am a professional classical musician, and an unofficial student of the world's languages. I have lived in Vancouver, Montreal, Mannheim, Rotterdam and Copenhagen, and worked as a bassoonist all across Europe and Canada. I speak English, French, German, Dutch and Danish and am always eager for a chance to practice one of them, or learn something new about a language I don't yet speak! As both a host and a guest, I am happy to use my linguistic skills and experience of other cultures to accommodate the needs and comfort of others. 

I love my native city of Vancouver, and am always excited to share what it has to offer. I welcome travellers from all walks of life to visit my home. I look forward to meeting you!",100%,94%,https://a0.muscache.com/im/pictures/user/97b036ae-4ad6-49f4-9889-7fc038043ed5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/97b036ae-4ad6-49f4-9889-7fc038043ed5.jpg?aki_policy=profile_x_medium,Mount Pleasant,2,4
31926817,https://www.airbnb.com/users/show/31926817,James,2015-04-25,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/be945308-5f69-4d63-8be1-8d694aa1d7fe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/be945308-5f69-4d63-8be1-8d694aa1d7fe.jpg?aki_policy=profile_x_medium,Knight,1,2
31938506,https://www.airbnb.com/users/show/31938506,Kevin,2015-04-25,"Vancouver, Canada","Ambitious digital nomad traveling the world one step at a time with a passion for technology based solutions for healthcare. 

Wether as a host or guest, to me honesty is the best policy. So I tell it how it is. ",100%,94%,https://a0.muscache.com/im/pictures/user/ffe2c8e1-50dc-44ff-a100-d75edd45575a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ffe2c8e1-50dc-44ff-a100-d75edd45575a.jpg?aki_policy=profile_x_medium,South Cambie,2,5
31938506,https://www.airbnb.com/users/show/31938506,Kevin,2015-04-25,"Vancouver, Canada","Ambitious digital nomad traveling the world one step at a time with a passion for technology based solutions for healthcare. 

Wether as a host or guest, to me honesty is the best policy. So I tell it how it is. ",100%,94%,https://a0.muscache.com/im/pictures/user/ffe2c8e1-50dc-44ff-a100-d75edd45575a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ffe2c8e1-50dc-44ff-a100-d75edd45575a.jpg?aki_policy=profile_x_medium,South Cambie,2,5
31944452,https://www.airbnb.com/users/show/31944452,Lorraine,2015-04-26,"Vancouver, Canada",,100%,55%,https://a0.muscache.com/im/pictures/user/396bb547-d5c5-4efa-8659-56c3bf603d2b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/396bb547-d5c5-4efa-8659-56c3bf603d2b.jpg?aki_policy=profile_x_medium,Central Vancouver,4,4
31983910,https://www.airbnb.com/users/show/31983910,Hilary,2015-04-26,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/1e4881af-ccdf-4294-b364-8b6ea9bdfb2e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1e4881af-ccdf-4294-b364-8b6ea9bdfb2e.jpg?aki_policy=profile_x_medium,Grandview-Woodland,2,3
32023177,https://www.airbnb.com/users/show/32023177,Ramez,2015-04-27,"Vancouver, Canada","I am from beautiful Vancouver, BC. I live in downtown Vancouver, and love travelling the world. I am responsible, mature, and extremely organized. I look forward to seeing the world with AirBNB.",100%,100%,https://a0.muscache.com/im/pictures/user/0475ecbd-9480-479a-a3a5-4caa70f1b4d8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0475ecbd-9480-479a-a3a5-4caa70f1b4d8.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,1
32089457,https://www.airbnb.com/users/show/32089457,Linda,2015-04-27,"Vancouver, Canada","I have a lovely apartment in Vancouver that I am happy to share with travellers to my favourite city.  I feel Vancouver is such a great place I want others to discover it's beauty.

My life motto:  Home is where the heart is!",0%,0%,https://a0.muscache.com/im/users/32089457/profile_pic/1440393445/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32089457/profile_pic/1440393445/original.jpg?aki_policy=profile_x_medium,West End,1,1
32090276,https://www.airbnb.com/users/show/32090276,Talia,2015-04-27,"Vancouver, Canada",,80%,67%,https://a0.muscache.com/im/pictures/user/eb80a320-33c8-4193-ac9c-c681c43939a7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eb80a320-33c8-4193-ac9c-c681c43939a7.jpg?aki_policy=profile_x_medium,Central Vancouver,1,3
32143410,https://www.airbnb.com/users/show/32143410,Kate,2015-04-28,"Toronto, Canada",Professional from Canada,100%,63%,https://a0.muscache.com/im/users/32143410/profile_pic/1436146322/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32143410/profile_pic/1436146322/original.jpg?aki_policy=profile_x_medium,East Vancouver,1,1
32155430,https://www.airbnb.com/users/show/32155430,Lisa,2015-04-28,"Surrey, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/4c13cf49-397b-4ac0-80ed-e2ec10b97e65.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c13cf49-397b-4ac0-80ed-e2ec10b97e65.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
32169044,https://www.airbnb.com/users/show/32169044,Jacqueline,2015-04-29,"Vancouver, Canada",I lead a simple & happy life with my husband and 2 sons. We both travel and host with Airbnb and enjoy meeting exceptional people with our travels. Skiing and biking are our passions. ,100%,91%,https://a0.muscache.com/im/users/32169044/profile_pic/1430284717/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32169044/profile_pic/1430284717/original.jpg?aki_policy=profile_x_medium,Kitsilano,2,4
32234579,https://www.airbnb.com/users/show/32234579,Lisa,2015-04-29,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/424e0248-a77c-44b6-a4ce-457415ebb3c4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/424e0248-a77c-44b6-a4ce-457415ebb3c4.jpg?aki_policy=profile_x_medium,Riley Park,1,14
32381029,https://www.airbnb.com/users/show/32381029,Meron,2015-05-01,"Vancouver, Canada",Well travelled Interior Designer. loves travelling and meeting people. respect people and expect the respect back.,N/A,N/A,https://a0.muscache.com/im/users/32381029/profile_pic/1432354331/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32381029/profile_pic/1432354331/original.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,2
32389320,https://www.airbnb.com/users/show/32389320,Charlene,2015-05-02,"Vancouver, Canada","Easy going, respectful, and friendly guest! I travel often with my wonderful husband and son! ",N/A,N/A,https://a0.muscache.com/im/users/32389320/profile_pic/1430707284/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32389320/profile_pic/1430707284/original.jpg?aki_policy=profile_x_medium,,1,2
32600170,https://www.airbnb.com/users/show/32600170,Ben,2015-05-04,"Vancouver, Canada","I am an avid traveler.
",100%,94%,https://a0.muscache.com/im/users/32600170/profile_pic/1438205003/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32600170/profile_pic/1438205003/original.jpg?aki_policy=profile_x_medium,Downtown Vancouver,2,4
32642721,https://www.airbnb.com/users/show/32642721,Iraida,2015-05-05,"Vancouver, Canada","I am a friendly person and I like travelling a lot, so I'm glad to offer my apartment to the other travellers that come to Vancouver from all around the world.",100%,100%,https://a0.muscache.com/im/pictures/user/013eaff6-2b7a-43b0-85fe-7b7631c6ca40.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/013eaff6-2b7a-43b0-85fe-7b7631c6ca40.jpg?aki_policy=profile_x_medium,Central Vancouver,1,3
32700379,https://www.airbnb.com/users/show/32700379,Sho,2015-05-05,"Vancouver, Canada","I'm into sailing, architecture, design, collecting art and music, and get excited about model airplanes and shop tools. Always down to learn new things. Current owner and operator of a successful restaurant in Vancouver  . 

I'm a go getter and a dreamer at heart, but can also be a skeptical cynic at times. Very serious about ethics and strive to be an introspective and empathetic human being.  A good night out dancing is how I let loose. ",100%,92%,https://a0.muscache.com/im/users/32700379/profile_pic/1431109772/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32700379/profile_pic/1431109772/original.jpg?aki_policy=profile_x_medium,,1,5
32737080,https://www.airbnb.com/users/show/32737080,Daragh And Ida,2015-05-06,"Vancouver, Canada","We like travelling, nature and quiet, peacefulness and beauty.",100%,50%,https://a0.muscache.com/im/pictures/user/b447aa4f-09c8-4567-b812-ec4c9dee8901.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b447aa4f-09c8-4567-b812-ec4c9dee8901.jpg?aki_policy=profile_x_medium,West End,1,1
32738604,https://www.airbnb.com/users/show/32738604,Kerri-Anne,2015-05-06,"Vancouver, Canada","Hello, I am Kerri-Anne - a Brit living in Vancouver, a foodie, adventurer and yogi. 

I love to travel regularly with my family but believe Vancouver to be one of the best places in the world!",100%,100%,https://a0.muscache.com/im/pictures/user/0128fd37-f34f-4c90-9613-4e1e2eeb523f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0128fd37-f34f-4c90-9613-4e1e2eeb523f.jpg?aki_policy=profile_x_medium,East Vancouver,1,2
32780644,https://www.airbnb.com/users/show/32780644,Willo,2015-05-06,"Vancouver, Canada","Hi! I’m Willo. I’m a fun working professional living in East Vancouver. I love the west coast for its stunning natural amenities, lifestyle and weather. I feel so lucky to have made my life here. I have a passion for interior design and I love to stay in unique spaces. I have travelled the world and my inspirations abroad have really shaped my tastes at home. I work in real estate and have chosen my home for its beautiful traditional design elements and functionality for entertaining guests. I am proud to invite other travellers into my space to be inspired the way I have. I acknowledge my home is located within the unceded Coast Salish territories. ",100%,85%,https://a0.muscache.com/im/pictures/user/2bdc46bc-06df-40eb-b454-9cf1231db4cd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2bdc46bc-06df-40eb-b454-9cf1231db4cd.jpg?aki_policy=profile_x_medium,Hastings-Sunrise,2,2
32929884,https://www.airbnb.com/users/show/32929884,Baltej,2015-05-08,"Vancouver, Canada","Hi, I work in the tech industry. I love traveling to new places, meeting new people, and having new experiences. ",100%,100%,https://a0.muscache.com/im/pictures/user/9e532ff5-a2a1-4252-aebf-4c16e0b25c56.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9e532ff5-a2a1-4252-aebf-4c16e0b25c56.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2
33006954,https://www.airbnb.com/users/show/33006954,Robin,2015-05-10,"Vancouver, Canada",I'm a Vancouver native that loves the outdoors! As a well worn traveler I know that a home can really impact one's travel experience. I'm happy to provide a home that enhances your experience of the beautiful Vancouver! ,N/A,N/A,https://a0.muscache.com/im/pictures/user/213f73df-d8b0-44b8-8f90-68c3eb54f0ce.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/213f73df-d8b0-44b8-8f90-68c3eb54f0ce.jpg?aki_policy=profile_x_medium,Commercial Drive,1,2
33057368,https://www.airbnb.com/users/show/33057368,Thi Minh Hien,2015-05-10,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/725d9307-f9a6-4ca6-90b5-c7a011fc0552.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/725d9307-f9a6-4ca6-90b5-c7a011fc0552.jpg?aki_policy=profile_x_medium,Renfrew-Collingwood,1,8
33173453,https://www.airbnb.com/users/show/33173453,Thomas,2015-05-12,"Vancouver, Canada","I'm an architect and mountain climber in Vancouver, BC.  I enjoy traveling, exploring and cooking.  But I also really enjoy hosting diverse people from all over the world.  It very satisfying to make someone feel comfortable and welcome in my home.",100%,91%,https://a0.muscache.com/im/users/33173453/profile_pic/1431416405/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/33173453/profile_pic/1431416405/original.jpg?aki_policy=profile_x_medium,Strathcona,2,2
33234800,https://www.airbnb.com/users/show/33234800,Zenia,2015-05-12,"Vancouver, Canada","Hi! 
I'm Zenia, I live and work in  beautiful Vancouver, British Columbia. I'm fairly active and easy going. I've had great experiences with AirBnb travelling all over Europe and a few visits in Canada. I look forward to hosting guests in my own home!

Thank you!

Zenia",100%,100%,https://a0.muscache.com/im/pictures/user/fb7b3831-ae8d-4508-8a5f-80cb5e6b145b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fb7b3831-ae8d-4508-8a5f-80cb5e6b145b.jpg?aki_policy=profile_x_medium,Commercial Drive,1,1
33243357,https://www.airbnb.com/users/show/33243357,Shan,2015-05-12,"Vancouver, Canada","We are friendly and easygoing people. We enjoy travelling, meeting new people, trying new things and basically exploring the world. We live in the downtown area but love to get out into nature as much as we can. Biking around the seawall, going for a hike and canoing are just a few of our favourite things to do.

",100%,97%,https://a0.muscache.com/im/pictures/user/8a32b404-2027-422a-94ed-2550f77fe6e7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8a32b404-2027-422a-94ed-2550f77fe6e7.jpg?aki_policy=profile_x_medium,Central Vancouver,2,2
